,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
14498,000088.SZ,盐田港,广东联合电子服务股份有限公司,广东联合电子服务股份有限公司,15,广东联合电子服务股份有限公司,广东联合电子服务股份有限公司,7,广东,广东,100
14669,000088.SZ,盐田港,深圳能源集团股份有限公司燃料分公司,深圳能源集团股份有限公司燃料分公司,28,深圳能源集团股份有限公司燃料分公司,深圳能源集团股份有限公司燃料分公司,9,深圳,深圳,100
14697,000088.SZ,盐田港,湖北华电西塞山发电有限公司,湖北华电西塞山发电有限公司,30,湖北华电西塞山发电有限公司,湖北华电西塞山发电有限公司,11,湖北,湖北,100
14779,000088.SZ,盐田港,阳新县棋盘洲国胜物流有限公司,阳新县棋盘洲国胜物流有限公司,37,国胜物流有限公司,国胜物流有限公司,2,,,100
14789,000088.SZ,盐田港,阳新县棋盘洲国胜物流有限公司,阳新县棋盘洲国胜物流有限公司,37,阳新县棋盘洲国胜物流有限公司,阳新县棋盘洲国胜物流有限公司,12,,,100
14855,000088.SZ,盐田港,黄石鑫泰物流有限公司,黄石鑫泰物流有限公司,42,黄石鑫泰物流有限公司,黄石鑫泰物流有限公司,13,黄石,黄石,100
14864,000089.SZ,深圳机场,中国东方航空股份有限公司,中国东方航空股份有限公司,2,中国东方航空股份有限公司,中国东方航空股份有限公司,1,东方,东方,100
14873,000089.SZ,深圳机场,中国南方航空股份有限公司,中国南方航空股份有限公司,3,中国南方航空股份有限公司,中国南方航空股份有限公司,2,,,100
14882,000089.SZ,深圳机场,中国国际航空股份有限公司,中国国际航空股份有限公司,4,中国国际航空股份有限公司,中国国际航空股份有限公司,3,,,100
14915,000089.SZ,深圳机场,海南航空控股股份有限公司,海南航空控股股份有限公司,8,海南航空控股股份有限公司,海南航空控股股份有限公司,4,海南,海南,100
14924,000089.SZ,深圳机场,海南航空股份有限公司,海南航空股份有限公司,9,海南航空股份有限公司,海南航空股份有限公司,5,海南,海南,100
14949,000089.SZ,深圳机场,深圳机场雅仕维传媒有限公司,深圳机场雅仕维传媒有限公司,12,深圳机场雅仕维传媒有限公司,深圳机场雅仕维传媒有限公司,6,深圳,深圳,100
14950,000089.SZ,深圳机场,深圳机场雅仕维传媒有限公司,深圳机场雅仕维传媒有限公司,12,深圳机场雅士维传媒有限公司,深圳机场雅士维传媒有限公司,7,深圳,深圳,92
14959,000089.SZ,深圳机场,深圳航空有限责任公司,深圳航空有限责任公司,13,深圳航空有限责任公司,深圳航空有限责任公司,8,深圳,深圳,100
14998,000099.SZ,中信海直,CNOOC China Limited-Panyu Operation Company,CNOOC China Limited-Panyu Operation Company,2,CNOOC China Limited-Panyu Operation Company,CNOOC China Limited-Panyu Operation Company,1,,,100
14999,000099.SZ,中信海直,CNOOC China Limited-Panyu Operation Company,CNOOC China Limited-Panyu Operation Company,2,CNOOC China Limited-panyu operation Company,CNOOC China Limited-panyu operation Company,2,,,95
15020,000099.SZ,中信海直,CNOOC China Limited-Panyu OperationCompany,CNOOC China Limited-Panyu OperationCompany,3,CNOOC China Limited-Panyu Operation Company,CNOOC China Limited-Panyu Operation Company,1,,,98
15021,000099.SZ,中信海直,CNOOC China Limited-Panyu OperationCompany,CNOOC China Limited-Panyu OperationCompany,3,CNOOC China Limited-panyu operation Company,CNOOC China Limited-panyu operation Company,2,,,93
15086,000099.SZ,中信海直,CNOOC China Limited-panyu opetation Company,CNOOC China Limited-panyu opetation Company,6,CNOOC China Limited-Panyu Operation Company,CNOOC China Limited-Panyu Operation Company,1,,,93
15087,000099.SZ,中信海直,CNOOC China Limited-panyu opetation Company,CNOOC China Limited-panyu opetation Company,6,CNOOC China Limited-panyu operation Company,CNOOC China Limited-panyu operation Company,2,,,98
15134,000099.SZ,中信海直,POSCO INTERNATIONAL,POSCO INTERNATIONAL,8,POSCOINTERNATIONALCORP,POSCOINTERNATIONALCORP,5,,,95
15135,000099.SZ,中信海直,POSCO INTERNATIONAL,POSCO INTERNATIONAL,8,POSCOINTERNATIONALCorporation,POSCOINTERNATIONALCorporation,6,,,95
15157,000099.SZ,中信海直,POSCO INTERNATIONAL Corporation,POSCO INTERNATIONAL Corporation,9,POSCOINTERNATIONALCorporation,POSCOINTERNATIONALCorporation,6,,,93
15179,000099.SZ,中信海直,POSCOINTERNATIONALCorporation,POSCOINTERNATIONALCorporation,10,POSCOINTERNATIONALCorporation,POSCOINTERNATIONALCorporation,6,,,100
15251,000099.SZ,中信海直,中国海洋石油集团有限公司,中国海洋石油集团有限公司,13,中国海洋石油集团有限公司,中国海洋石油集团有限公司,12,,,100
15319,000099.SZ,中信海直,中海石油(中国)有限公司,中海石油(中国)有限公司,16,中海石油(中国)有限公司番禺作业公司,中海石油(中国)有限公司番禺作业公司,14,,,100
15517,000099.SZ,中信海直,中海石油(中国)有限公司番禺作业公司,中海石油(中国)有限公司番禺作业公司,25,中海石油(中国)有限公司番禺作业公司,中海石油(中国)有限公司番禺作业公司,14,,,100
15628,000099.SZ,中信海直,四川省应急管理厅,四川省应急管理厅,30,四川省应急管理厅,四川省应急管理厅,15,四川,四川,100
15956,000153.SZ,丰原药业,合肥市第一人民医院,合肥市第一人民医院,6,合肥市第一人民医院,合肥市第一人民医院,2,合肥,合肥,100
15979,000153.SZ,丰原药业,安徽医科大学附属巢湖医院,安徽医科大学附属巢湖医院,8,安徽医科大学附属巢湖医院,安徽医科大学附属巢湖医院,3,安徽,安徽,100
16095,000153.SZ,丰原药业,蚌埠医学院第一附属医院,蚌埠医学院第一附属医院,18,蚌埠医学院第二附属医院,蚌埠医学院第二附属医院,9,蚌埠,蚌埠,91
16106,000153.SZ,丰原药业,蚌埠医学院第二附属医院,蚌埠医学院第二附属医院,19,蚌埠医学院第二附属医院,蚌埠医学院第二附属医院,9,蚌埠,蚌埠,100
16416,000155.SZ,川能动力,中国电建集团四川工程有限公司,中国电建集团四川工程有限公司,7,中国电建集团四川工程有限公司,中国电建集团四川工程有限公司,3,四川,四川,100
16525,000155.SZ,川能动力,中铝天津国际贸易有限公司,中铝天津国际贸易有限公司,11,中铝天津国际贸易有限公司,中铝天津国际贸易有限公司,4,天津,天津,100
16691,000155.SZ,川能动力,四川瑞象农资有限公司,四川瑞象农资有限公司,17,四川瑞象农资有限公司,四川瑞象农资有限公司,8,四川,四川,100
16773,000155.SZ,川能动力,四川翔龄实业有限公司,四川翔龄实业有限公司,20,四川翔龄实业有限公司,四川翔龄实业有限公司,9,四川,四川,100
16801,000155.SZ,川能动力,四川能投化学新材料有限公司,四川能投化学新材料有限公司,21,四川能投化学新材料有限公司,四川能投化学新材料有限公司,10,四川,四川,100
16911,000155.SZ,川能动力,四川长江水运有限责任公司,四川长江水运有限责任公司,25,四川长江水运有限责任公司,四川长江水运有限责任公司,12,四川,四川,100
16940,000155.SZ,川能动力,国网四川省电力公司,国网四川省电力公司,26,国网四川省电力公司,国网四川省电力公司,14,四川,四川,100
16967,000155.SZ,川能动力,国网四川省电力公司攀枝花供电公司,国网四川省电力公司攀枝花供电公司,27,国网四川省电力公司,国网四川省电力公司,14,四川,四川,100
16996,000155.SZ,川能动力,天津宏达能源集团有限公司,天津宏达能源集团有限公司,28,天津泰达能源集团有限公司,天津泰达能源集团有限公司,16,天津,天津,92
17023,000155.SZ,川能动力,天津泰达能源集团有限公司,天津泰达能源集团有限公司,29,天津泰达能源集团有限公司,天津泰达能源集团有限公司,16,天津,天津,100
17161,000155.SZ,川能动力,招商物产(天津)有限公司,招商物产(天津)有限公司,34,招商物产(天津)有限公司,招商物产(天津)有限公司,19,天津,天津,100
17243,000155.SZ,川能动力,湖南省工业设备安装有限公司,湖南省工业设备安装有限公司,37,湖南省工业设备安装有限公司,湖南省工业设备安装有限公司,20,湖南,湖南,100
17325,000155.SZ,川能动力,联力环保新能源有限公司,联力环保新能源有限公司,40,联力环保新能源有限公司,联力环保新能源有限公司,21,,,100
17354,000155.SZ,川能动力,重庆东杰物资有限公司,重庆东杰物资有限公司,41,重庆东杰物资有限公司,重庆东杰物资有限公司,23,重庆,重庆,100
17382,000155.SZ,川能动力,重庆钢铁集团设计院有限公司,重庆钢铁集团设计院有限公司,42,重庆钢铁集团设计院有限公司,重庆钢铁集团设计院有限公司,24,重庆,重庆,100
17437,000155.SZ,川能动力,金川县戍城科技开发有限公司,金川县戍城科技开发有限公司,44,金川县戍城科技开发有限公司,金川县戍城科技开发有限公司,25,,,100
17769,000158.SZ,常山北明,中国银行股份有限公司,中国银行股份有限公司,15,中国银行股份有限公司,中国银行股份有限公司,8,,,100
18030,000158.SZ,常山北明,天津市纺织工业供销有限公司,天津市纺织工业供销有限公司,26,天津市纺织工业供销有限公司,天津市纺织工业供销有限公司,16,天津,天津,100
18267,000158.SZ,常山北明,腾讯云计算(北京)有限责任公司,腾讯云计算(北京)有限责任公司,36,腾讯云计算(北京)有限责任公司,腾讯云计算(北京)有限责任公司,23,北京,北京,100
18645,000159.SZ,国际实业,中核(南京)能源发展有限公司,中核(南京)能源发展有限公司,9,中核(南京)能源发展有限公司,中核(南京)能源发展有限公司,6,南京,南京,100
18858,000159.SZ,国际实业,乌鲁木齐市海达伟业石油化工有限责任公司,乌鲁木齐市海达伟业石油化工有限责任公司,15,乌鲁木齐海达伟业石油化工有限责任公司,乌鲁木齐海达伟业石油化工有限责任公司,9,乌鲁木齐,乌鲁木齐,94
18893,000159.SZ,国际实业,乌鲁木齐海达伟业石油化工有限责任公司,乌鲁木齐海达伟业石油化工有限责任公司,16,乌鲁木齐海达伟业石油化工有限责任公司,乌鲁木齐海达伟业石油化工有限责任公司,9,乌鲁木齐,乌鲁木齐,100
19070,000159.SZ,国际实业,南京中核能源工程有限公司,南京中核能源工程有限公司,21,南京中核能源工程有限公司,南京中核能源工程有限公司,11,南京,南京,100
19141,000159.SZ,国际实业,南京电气科技集团有限公司,南京电气科技集团有限公司,23,南京电气科技集团有限公司,南京电气科技集团有限公司,12,南京,南京,100
21037,000301.SZ,东方盛虹,ASIF TEXTILES,ASIF TEXTILES,2,ASIFTEXTILES,ASIFTEXTILES,1,,,92
21054,000301.SZ,东方盛虹,ASIFTEXTILES,ASIFTEXTILES,3,ASIFTEXTILES,ASIFTEXTILES,1,,,100
21174,000301.SZ,东方盛虹,MIDO CORPORATION,MIDO CORPORATION,10,MIDOCORPORATION,MIDOCORPORATION,2,,,93
21243,000301.SZ,东方盛虹,上海莘威运动品有限公司,上海莘威运动品有限公司,14,上海莘威运动品有限公司,上海莘威运动品有限公司,3,上海,上海,100
21314,000301.SZ,东方盛虹,吴江市盛泽金涛染织有限公司,吴江市盛泽金涛染织有限公司,18,吴江市盛泽金涛染织有限公司,吴江市盛泽金涛染织有限公司,6,,,100
21324,000301.SZ,东方盛虹,吴江市盛泽金涛染织有限公司,吴江市盛泽金涛染织有限公司,18,金涛染织有限公司,金涛染织有限公司,16,,,100
21367,000301.SZ,东方盛虹,吴江港申纺织印染有限公司,吴江港申纺织印染有限公司,21,吴江港申纺织印染有限公司,吴江港申纺织印染有限公司,8,,,100
21437,000301.SZ,东方盛虹,吴江赴东鑫立化纤有限公司,吴江赴东鑫立化纤有限公司,25,吴江赴东鑫立化纤有限公司,吴江赴东鑫立化纤有限公司,10,,,100
21509,000301.SZ,东方盛虹,盛虹集团有限公司,盛虹集团有限公司,29,盛虹集团有限公司,盛虹集团有限公司,14,,,100
21552,000301.SZ,东方盛虹,金涛染织有限公司,金涛染织有限公司,32,吴江市盛泽金涛染织有限公司,吴江市盛泽金涛染织有限公司,6,,,100
21562,000301.SZ,东方盛虹,金涛染织有限公司,金涛染织有限公司,32,金涛染织有限公司,金涛染织有限公司,16,,,100
21753,000401.SZ,冀东水泥,包钢冀东水泥有限公司,包钢冀东水泥有限公司,8,包钢冀东水泥有限公司,包钢冀东水泥有限公司,2,,,100
23270,000407.SZ,胜利股份,霸州市人民政府,霸州市人民政府,48,霸州市人民政府,霸州市人民政府,23,,,100
23450,000408.SZ,藏格矿业,四川福杰鑫贸易有限公司,四川福杰鑫贸易有限公司,6,四川福杰鑫贸易有限公司,四川福杰鑫贸易有限公司,1,四川,四川,100
23652,000409.SZ,云鼎科技,兖州煤业股份有限公司,兖州煤业股份有限公司,3,兖州煤业股份有限公司,兖州煤业股份有限公司,5,,,100
23817,000409.SZ,云鼎科技,大地工程开发(集团)有限公司,大地工程开发(集团)有限公司,10,大地工程开发(集团)有限公司,大地工程开发(集团)有限公司,9,,,100
23865,000409.SZ,云鼎科技,山东慧通轮胎有限公司,山东慧通轮胎有限公司,12,山东慧通轮胎有限公司,山东慧通轮胎有限公司,11,山东,山东,100
24080,000409.SZ,云鼎科技,淮南矿业(集团)有限责任公司,淮南矿业(集团)有限责任公司,21,淮南矿业(集团)有限责任公司,淮南矿业(集团)有限责任公司,19,淮南,淮南,100
24245,000409.SZ,云鼎科技,鱼台县教育和体育局,鱼台县教育和体育局,28,鱼台县教育和体育局,鱼台县教育和体育局,23,,,100
24408,000410.SZ,沈阳机床,十堰圣伟屹智能制造有限公司,十堰圣伟屹智能制造有限公司,8,十堰圣伟屹智能制造有限公司,十堰圣伟屹智能制造有限公司,2,十堰,十堰,100
24455,000410.SZ,沈阳机床,南方机床集团有限公司,南方机床集团有限公司,10,南方机床集团有限公司,南方机床集团有限公司,3,,,100
24503,000410.SZ,沈阳机床,大连华锐重工集团股份有限公司,大连华锐重工集团股份有限公司,12,大连华锐重工集团股份有限公司,大连华锐重工集团股份有限公司,5,大连,大连,100
24833,000410.SZ,沈阳机床,沈阳机床(集团)有限责任公司,沈阳机床(集团)有限责任公司,26,沈阳机床(集团)有限责任公司,沈阳机床(集团)有限责任公司,13,沈阳,沈阳,100
24857,000410.SZ,沈阳机床,沈阳机床华屹工业控股集团有限公司,沈阳机床华屹工业控股集团有限公司,27,沈阳机床华屹工业控股集团有限公司,沈阳机床华屹工业控股集团有限公司,14,沈阳,沈阳,100
25183,000410.SZ,沈阳机床,深圳金尚展智能装备有限公司,深圳金尚展智能装备有限公司,41,深圳金尚展智能装备有限公司,深圳金尚展智能装备有限公司,18,深圳,深圳,100
25256,000410.SZ,沈阳机床,辽宁中捷机床销售维修有限公司,辽宁中捷机床销售维修有限公司,44,辽宁中捷机床销售维修有限公司,辽宁中捷机床销售维修有限公司,22,辽宁,辽宁,100
25280,000410.SZ,沈阳机床,辽宁瑞科工贸有限公司,辽宁瑞科工贸有限公司,45,辽宁瑞科工贸有限公司,辽宁瑞科工贸有限公司,23,辽宁,辽宁,100
25350,000411.SZ,英特集团,丁公司,丁公司,1,丁公司,丁公司,1,,,100
25356,000411.SZ,英特集团,丙公司,丙公司,2,丙公司,丙公司,2,,,100
25362,000411.SZ,英特集团,乙公司,乙公司,3,乙公司,乙公司,3,,,100
25368,000411.SZ,英特集团,戊公司,戊公司,4,戊公司,戊公司,4,,,100
25414,000411.SZ,英特集团,甲公司,甲公司,13,甲公司,甲公司,5,,,100
25565,000420.SZ,吉林化纤,FILOFIBRA SA,FILOFIBRA SA,4,FILOFIBRA SA,FILOFIBRA SA,1,,,100
